,area_type,availability,location,size_bhk,total_sqft,bath,price
5028,Super built-up  Area,Ready To Move,Mico Layout,2,1190.0,2.0,39.25
5029,Super built-up  Area,Ready To Move,Mico Layout,1,800.0,1.0,29.5
5030,Super built-up  Area,At available date,Mico Layout,3,1250.0,2.0,44.0
5031,Super built-up  Area,At available date,Mico Layout,2,1171.0,2.0,39.0
5032,Built-up  Area,Ready To Move,Mico Layout,2,1200.0,2.0,53.5
5033,Super built-up  Area,Ready To Move,Mico Layout,3,1670.0,3.0,59.0
5034,Super built-up  Area,Ready To Move,Mico Layout,2,1140.0,2.0,43.0
5035,Built-up  Area,Ready To Move,Munnekollal,2,1170.0,2.0,52.0
5036,Super built-up  Area,At available date,Munnekollal,2,1102.0,2.0,53.67
5037,Built-up  Area,Ready To Move,Munnekollal,3,1390.0,3.0,68.0
5038,Super built-up  Area,Ready To Move,Munnekollal,2,1200.0,2.0,49.5
5039,Super built-up  Area,At available date,Munnekollal,2,950.0,2.0,46.5
5040,Built-up  Area,Ready To Move,Munnekollal,3,1560.0,3.0,75.0
5041,Super built-up  Area,Ready To Move,Munnekollal,3,1750.0,3.0,86.5
5042,Super built-up  Area,At available date,Munnekollal,3,1385.0,2.0,66.5
5043,Built-up  Area,Ready To Move,Munnekollal,2,1080.0,2.0,45.0
5044,Built-up  Area,Ready To Move,Munnekollal,2,1170.0,2.0,59.0
5046,Super built-up  Area,At available date,Munnekollal,3,1200.0,2.0,57.9
5047,Super built-up  Area,At available date,Munnekollal,2,1030.0,2.0,50.36
5048,Built-up  Area,Ready To Move,Murugeshpalya,2,1296.0,2.0,81.0
5049,Super built-up  Area,Ready To Move,Murugeshpalya,3,1550.0,3.0,74.0
5050,Super built-up  Area,Ready To Move,Murugeshpalya,3,1845.0,3.0,91.0
5051,Super built-up  Area,Ready To Move,Murugeshpalya,2,1185.0,2.0,85.0
5052,Super built-up  Area,At available date,Murugeshpalya,2,1225.0,2.0,48.0
5053,Super built-up  Area,Ready To Move,Murugeshpalya,3,1930.0,3.0,75.0
5054,Super built-up  Area,Ready To Move,Murugeshpalya,3,1600.0,2.0,65.0
5055,Super built-up  Area,Ready To Move,Murugeshpalya,3,1344.0,2.0,56.0
5056,Super built-up  Area,Ready To Move,Murugeshpalya,3,1500.0,2.0,70.0
5057,Super built-up  Area,Ready To Move,Murugeshpalya,3,1855.0,3.0,96.0
5058,Super built-up  Area,Ready To Move,Murugeshpalya,2,1175.0,2.0,75.0
5059,Super built-up  Area,Ready To Move,Mysore Road,2,1175.0,2.0,73.5
5060,Super built-up  Area,At available date,Mysore Road,3,1710.0,4.0,91.31
5061,Super built-up  Area,Ready To Move,Mysore Road,2,1020.0,2.0,48.95
5062,Super built-up  Area,At available date,Mysore Road,2,1175.0,2.0,73.5
5063,Super built-up  Area,Ready To Move,Mysore Road,2,1070.0,2.0,45.0
5064,Super built-up  Area,Ready To Move,Mysore Road,2,1239.0,2.0,53.0
5065,Super built-up  Area,Ready To Move,Mysore Road,2,1060.0,2.0,62.0
5066,Super built-up  Area,At available date,Mysore Road,2,980.0,2.0,45.47
5067,Super built-up  Area,Ready To Move,Mysore Road,2,883.0,2.0,40.0
5068,Super built-up  Area,Ready To Move,Mysore Road,3,1525.0,3.0,96.0
5069,Super built-up  Area,At available date,Mysore Road,2,1200.0,2.0,65.0
5073,Super built-up  Area,Ready To Move,Mysore Road,2,883.0,2.0,40.95
5074,Super built-up  Area,At available date,Mysore Road,2,1070.0,2.0,49.65
5076,Built-up  Area,Ready To Move,Mysore Road,2,883.0,2.0,50.0
5077,Super built-up  Area,Ready To Move,Mysore Road,2,1155.0,2.0,51.0
5078,Super built-up  Area,Ready To Move,Mysore Road,2,1003.0,2.0,43.0
5079,Super built-up  Area,Ready To Move,Mysore Road,2,1237.0,2.0,73.0
5080,Super built-up  Area,Ready To Move,Mysore Road,2,883.0,2.0,45.0
5081,Super built-up  Area,Ready To Move,Mysore Road,2,1170.0,2.0,65.0
5082,Super built-up  Area,At available date,Mysore Road,2,1029.5,2.0,50.855
5083,Super built-up  Area,At available date,Mysore Road,2,940.0,2.0,43.61
5085,Super built-up  Area,Ready To Move,Mysore Road,2,1020.0,2.0,48.95
5086,Super built-up  Area,Ready To Move,Mysore Road,3,1568.0,2.0,100.0
5088,Built-up  Area,Ready To Move,Mysore Road,2,1175.0,2.0,70.5
5089,Super built-up  Area,Ready To Move,Mysore Road,3,1080.0,2.0,60.0
5091,Super built-up  Area,At available date,Mysore Road,2,883.0,2.0,37.0
5093,Super built-up  Area,Ready To Move,NGR Layout,2,1020.0,2.0,45.9
5094,Super built-up  Area,Ready To Move,NGR Layout,2,1105.0,2.0,49.73
5095,Super built-up  Area,Ready To Move,NGR Layout,2,1022.0,2.0,45.9
5096,Super built-up  Area,Ready To Move,NGR Layout,2,1020.0,2.0,45.0
5097,Super built-up  Area,Ready To Move,NGR Layout,2,1019.0,2.0,45.9
5098,Super built-up  Area,Ready To Move,NGR Layout,2,1020.0,2.0,46.0
5099,Super built-up  Area,Ready To Move,NGR Layout,2,1021.0,2.0,46.0
5100,Super built-up  Area,Ready To Move,NGR Layout,2,1021.0,2.0,45.9
5101,Super built-up  Area,Ready To Move,NRI Layout,3,1565.0,2.0,75.0
5102,Super built-up  Area,Ready To Move,NRI Layout,5,2500.0,5.0,130.0
5103,Super built-up  Area,At available date,NRI Layout,2,1125.0,2.0,45.56
5104,Built-up  Area,Ready To Move,NRI Layout,4,2150.0,4.0,115.0
5105,Plot  Area,Ready To Move,NRI Layout,2,1250.0,2.0,75.0
5106,Built-up  Area,Ready To Move,NRI Layout,3,1789.0,3.0,75.0
5107,Super built-up  Area,Ready To Move,NRI Layout,3,1731.0,3.0,64.11
5108,Plot  Area,Ready To Move,NRI Layout,2,2400.0,2.0,125.0
5109,Built-up  Area,Ready To Move,NRI Layout,4,2700.0,5.0,95.75
5110,Super built-up  Area,Ready To Move,Nagadevanahalli,2,1080.0,2.0,39.0
5111,Built-up  Area,Ready To Move,Nagadevanahalli,2,1090.0,2.0,36.0
5112,Super built-up  Area,Ready To Move,Nagadevanahalli,3,1250.0,2.0,65.0
5113,Plot  Area,Ready To Move,Nagadevanahalli,2,2400.0,2.0,135.0
5114,Super built-up  Area,Ready To Move,Nagadevanahalli,3,1240.0,2.0,65.0
5115,Super built-up  Area,Ready To Move,Nagadevanahalli,3,1240.0,2.0,65.0
5116,Super built-up  Area,At available date,Naganathapura,2,1001.0,2.0,33.03
5117,Carpet  Area,Ready To Move,Naganathapura,2,1103.0,2.0,55.0
5118,Super built-up  Area,Ready To Move,Naganathapura,2,1143.0,2.0,62.0
5119,Plot  Area,Ready To Move,Naganathapura,2,2260.0,3.0,80.0
5120,Plot  Area,Ready To Move,Naganathapura,1,600.0,1.0,33.0
5121,Super built-up  Area,Ready To Move,Naganathapura,3,1451.0,3.0,68.0
5122,Built-up  Area,Ready To Move,Naganathapura,1,1200.0,1.0,39.82
5123,Super built-up  Area,Ready To Move,Nagappa Reddy Layout,2,1209.0,2.0,50.0
5124,Built-up  Area,Ready To Move,Nagappa Reddy Layout,2,1100.0,2.0,43.5
5125,Super built-up  Area,Ready To Move,Nagappa Reddy Layout,3,1495.0,2.0,65.0
5126,Super built-up  Area,Ready To Move,Nagappa Reddy Layout,3,1820.0,3.0,79.5
5127,Built-up  Area,Ready To Move,Nagappa Reddy Layout,3,1350.0,3.0,60.0
5128,Built-up  Area,Ready To Move,Nagappa Reddy Layout,3,1495.0,2.0,70.0
5129,Built-up  Area,Ready To Move,Nagarbhavi,3,1630.0,2.0,98.0
5130,Plot  Area,Ready To Move,Nagarbhavi,3,1350.0,3.0,150.0
5131,Plot  Area,Ready To Move,Nagarbhavi,2,1200.0,2.0,150.0
5133,Built-up  Area,Ready To Move,Nagarbhavi,3,2400.0,3.0,160.0
5134,Super built-up  Area,Ready To Move,Nagarbhavi,1,884.0,2.0,36.0
5135,Super built-up  Area,Ready To Move,Nagarbhavi,2,1055.0,2.0,55.0
5137,Super built-up  Area,Ready To Move,Nagarbhavi,2,1223.0,2.0,60.0
5138,Built-up  Area,Ready To Move,Nagarbhavi,2,956.0,2.0,49.0
5140,Plot  Area,Ready To Move,Nagarbhavi,2,1200.0,2.0,150.0
5141,Built-up  Area,Ready To Move,Nagarbhavi,3,1400.0,2.0,85.0
5143,Super built-up  Area,Ready To Move,Nagarbhavi,2,1145.0,2.0,40.0
5144,Built-up  Area,Ready To Move,Nagarbhavi,1,710.0,2.0,40.0
5146,Super built-up  Area,Ready To Move,Nagarbhavi,2,1212.0,2.0,50.0
5147,Super built-up  Area,Ready To Move,Nagarbhavi,2,1020.0,2.0,55.0
5149,Super built-up  Area,Ready To Move,Nagarbhavi,2,1120.0,2.0,53.0
5151,Super built-up  Area,Ready To Move,Nagarbhavi,2,1146.0,2.0,50.0
5153,Super built-up  Area,Ready To Move,Nagarbhavi,2,1190.0,2.0,63.0
5155,Built-up  Area,Ready To Move,Nagarbhavi,2,1050.0,2.0,80.0
5156,Built-up  Area,Ready To Move,Nagarbhavi,5,2500.0,3.0,180.0
5159,Super built-up  Area,Ready To Move,Nagarbhavi,3,1400.0,2.0,135.0
5161,Super built-up  Area,Ready To Move,Nagarbhavi,2,1100.0,2.0,46.2
5162,Super built-up  Area,Ready To Move,Nagarbhavi,2,1080.0,2.0,49.0
5163,Built-up  Area,Ready To Move,Nagarbhavi,4,1800.0,3.0,180.0
5164,Super built-up  Area,Ready To Move,Nagarbhavi,2,1225.0,2.0,58.0
5165,Super built-up  Area,Ready To Move,Nagasandra,2,980.0,2.0,48.0
5166,Super built-up  Area,Ready To Move,Nagasandra,4,2400.0,4.0,145.0
5167,Built-up  Area,Ready To Move,Nagasandra,4,7000.0,8.0,450.0
5168,Super built-up  Area,Ready To Move,Nagasandra,3,1650.0,3.0,95.0
5169,Plot  Area,Ready To Move,Nagasandra,2,1500.0,2.0,91.0
5170,Plot  Area,Ready To Move,Nagavara,1,400.0,1.0,14.0
5171,Super built-up  Area,Ready To Move,Nagavara,4,2172.65,3.0,120.0
5173,Super built-up  Area,Ready To Move,Nagavara,3,2319.0,3.0,180.0
5174,Super built-up  Area,Ready To Move,Nagavara,3,2430.0,4.0,180.0
5175,Built-up  Area,Ready To Move,Nagavara,2,936.0,2.0,40.2
5176,Super built-up  Area,Ready To Move,Nagavara,2,1125.0,2.0,44.5
5177,Built-up  Area,Ready To Move,Nagavara,2,1315.0,2.0,70.0
5178,Super built-up  Area,Ready To Move,Nagavara,2,1077.0,2.0,50.0
5179,Super built-up  Area,Ready To Move,Nagavara,4,2496.0,4.0,125.0
5180,Super built-up  Area,Ready To Move,Nagavara,2,1110.0,2.0,44.95
5181,Super built-up  Area,Ready To Move,Nagavara,2,1247.0,2.0,58.56
5182,Super built-up  Area,At available date,Nagavarapalya,2,1392.0,2.0,99.0
5183,Super built-up  Area,Ready To Move,Nagavarapalya,1,705.0,1.0,52.5
5184,Super built-up  Area,Ready To Move,Nagavarapalya,3,1300.0,3.0,80.0
5185,Super built-up  Area,Ready To Move,Nagavarapalya,1,705.0,1.0,57.0
5186,Super built-up  Area,Ready To Move,Nagavarapalya,1,705.0,1.0,55.0
5187,Super built-up  Area,At available date,Nagavarapalya,1,705.0,1.0,57.0
5188,Super built-up  Area,Ready To Move,Nagavarapalya,2,1335.0,2.0,110.0
5189,Super built-up  Area,Ready To Move,Nagavarapalya,2,1260.0,2.0,85.5
5190,Super built-up  Area,Ready To Move,Narayanapura,2,1308.0,2.0,89.04
5191,Super built-up  Area,Ready To Move,Narayanapura,3,1566.0,3.0,83.3
5192,Built-up  Area,Ready To Move,Narayanapura,3,1485.0,3.0,85.0
5193,Super built-up  Area,Ready To Move,Narayanapura,2,1302.0,2.0,69.1
5194,Super built-up  Area,Ready To Move,Narayanapura,2,1308.0,2.0,89.04
5195,Super built-up  Area,Ready To Move,Narayanapura,3,2357.0,3.0,135.0
5196,Super built-up  Area,Ready To Move,Narayanapura,3,2357.0,3.0,135.0
5197,Super built-up  Area,Ready To Move,Narayanapura,2,1469.0,2.0,99.14
5198,Super built-up  Area,Ready To Move,Neeladri Nagar,2,1053.0,2.0,45.0
5199,Super built-up  Area,Ready To Move,Neeladri Nagar,2,1363.0,2.0,68.0
5200,Super built-up  Area,Ready To Move,Neeladri Nagar,3,2556.0,3.0,133.0
5201,Super built-up  Area,Ready To Move,Neeladri Nagar,1,674.0,1.0,21.0
5202,Built-up  Area,Ready To Move,Neeladri Nagar,1,527.0,1.0,26.0
5203,Super built-up  Area,Ready To Move,Neeladri Nagar,3,1167.0,2.0,38.0
5204,Super built-up  Area,Ready To Move,Neeladri Nagar,2,1060.0,2.0,35.0
5205,Built-up  Area,Ready To Move,Neeladri Nagar,1,640.0,1.0,20.5
5206,Super built-up  Area,Ready To Move,Neeladri Nagar,10,4000.0,12.0,160.0
5207,Super built-up  Area,At available date,Neeladri Nagar,2,1105.0,2.0,30.0
5208,Super built-up  Area,Ready To Move,Neeladri Nagar,2,1100.0,2.0,30.0
5209,Super built-up  Area,Ready To Move,Neeladri Nagar,3,2111.0,3.0,103.0
5210,Super built-up  Area,Ready To Move,Nehru Nagar,3,1775.0,3.0,110.0
5211,Super built-up  Area,Ready To Move,Nehru Nagar,4,2363.0,5.0,120.0
5212,Super built-up  Area,Ready To Move,Nehru Nagar,4,2342.0,3.0,115.0
5213,Super built-up  Area,Ready To Move,Nehru Nagar,2,967.0,2.0,41.1
5214,Built-up  Area,Ready To Move,Nehru Nagar,3,1374.0,3.0,72.0
5215,Super built-up  Area,Ready To Move,Nehru Nagar,3,1674.0,3.0,90.0
5216,Super built-up  Area,Ready To Move,Nehru Nagar,3,1269.0,2.0,63.0
5217,Super built-up  Area,Ready To Move,Nehru Nagar,2,1100.0,2.0,50.0
5218,Super built-up  Area,Ready To Move,Nehru Nagar,3,1674.0,3.0,81.0
5219,Super built-up  Area,Ready To Move,OMBR Layout,3,2420.0,3.0,185.0
5220,Built-up  Area,Ready To Move,OMBR Layout,2,1078.0,2.0,65.0
5221,Super built-up  Area,Ready To Move,OMBR Layout,2,1101.0,2.0,65.5
5222,Super built-up  Area,Ready To Move,OMBR Layout,2,1041.0,2.0,65.5
5223,Super built-up  Area,Ready To Move,OMBR Layout,2,1300.0,2.0,80.0
5224,Super built-up  Area,Ready To Move,OMBR Layout,2,1085.0,2.0,64.0
5225,Super built-up  Area,Ready To Move,OMBR Layout,3,1855.0,3.0,145.0
5226,Super built-up  Area,Ready To Move,OMBR Layout,2,1050.0,2.0,48.0
5228,Super built-up  Area,Ready To Move,OMBR Layout,2,1165.0,2.0,88.5
5229,Super built-up  Area,Ready To Move,OMBR Layout,2,1101.0,2.0,66.0
5230,Super built-up  Area,Ready To Move,OMBR Layout,4,3400.0,4.0,275.0
5232,Super built-up  Area,At available date,Old Airport Road,4,2732.0,4.0,204.0
5234,Super built-up  Area,At available date,Old Airport Road,4,3356.0,4.0,251.0
5235,Super built-up  Area,Ready To Move,Old Airport Road,2,1206.0,2.0,75.0
5236,Super built-up  Area,At available date,Old Airport Road,4,2774.0,4.0,207.0
5237,Super built-up  Area,At available date,Old Airport Road,4,2690.0,4.0,191.0
5238,Super built-up  Area,At available date,Old Airport Road,4,2690.0,4.0,199.0
5239,Super built-up  Area,At available date,Old Airport Road,2,1655.0,2.0,97.65
5240,Super built-up  Area,Ready To Move,Old Airport Road,2,1075.0,2.0,60.0
5241,Built-up  Area,Ready To Move,Old Airport Road,3,1858.0,2.0,167.0
5242,Super built-up  Area,Ready To Move,Old Airport Road,2,1150.0,2.0,90.0
5243,Super built-up  Area,At available date,Old Airport Road,4,2690.0,4.0,191.0
5244,Super built-up  Area,At available date,Old Airport Road,4,2658.0,5.0,187.0
5245,Super built-up  Area,Ready To Move,Old Airport Road,2,946.0,2.0,58.0
5246,Super built-up  Area,At available date,Old Airport Road,4,2774.0,4.0,208.0
5247,Super built-up  Area,At available date,Old Airport Road,4,2774.0,4.0,208.0
5248,Built-up  Area,Ready To Move,Old Airport Road,4,3200.0,4.0,280.0
5249,Super built-up  Area,At available date,Old Airport Road,4,2690.0,4.0,201.0
5250,Super built-up  Area,Ready To Move,Old Airport Road,2,1145.0,2.0,75.0
5251,Super built-up  Area,At available date,Old Airport Road,4,2732.0,4.0,194.0
5252,Super built-up  Area,At available date,Old Airport Road,4,2658.0,5.0,189.0
5253,Super built-up  Area,At available date,Old Airport Road,4,2774.0,4.0,197.0
5254,Super built-up  Area,At available date,Old Airport Road,4,3496.0,4.0,262.0
5255,Super built-up  Area,At available date,Old Airport Road,4,2774.0,4.0,197.0
5256,Super built-up  Area,At available date,Old Airport Road,4,2732.0,4.0,204.0
5257,Super built-up  Area,Ready To Move,Old Airport Road,3,1798.0,3.0,150.0
5258,Super built-up  Area,At available date,Old Airport Road,4,2774.0,4.0,208.0
5259,Super built-up  Area,Ready To Move,Old Airport Road,2,1184.0,2.0,78.0
5260,Super built-up  Area,At available date,Old Airport Road,4,3504.0,4.0,262.0
5261,Built-up  Area,Ready To Move,Old Airport Road,2,1055.0,2.0,75.0
5262,Super built-up  Area,At available date,Old Madras Road,3,1425.0,2.0,94.0
5263,Super built-up  Area,Ready To Move,Old Madras Road,4,3715.0,6.0,224.5
5266,Super built-up  Area,At available date,Old Madras Road,2,935.0,2.0,45.0
5268,Super built-up  Area,Ready To Move,Old Madras Road,3,1720.0,3.0,100.0
5269,Super built-up  Area,At available date,Old Madras Road,2,1200.0,2.0,72.0
5270,Super built-up  Area,At available date,Old Madras Road,2,1225.0,2.0,53.55
5271,Super built-up  Area,Ready To Move,Old Madras Road,2,1100.0,2.0,70.0
5272,Super built-up  Area,Ready To Move,Old Madras Road,3,2760.0,5.0,157.0
5273,Super built-up  Area,At available date,Old Madras Road,2,1171.0,2.0,75.0
5274,Super built-up  Area,At available date,Old Madras Road,2,935.0,2.0,45.0
5275,Super built-up  Area,At available date,Old Madras Road,5,4500.0,7.0,294.0
5277,Super built-up  Area,At available date,Old Madras Road,2,1065.0,2.0,47.86
5278,Super built-up  Area,Ready To Move,Old Madras Road,4,2010.0,3.0,125.0
5280,Super built-up  Area,Ready To Move,Old Madras Road,3,1480.0,2.0,84.0
5281,Super built-up  Area,Ready To Move,Old Madras Road,3,2990.0,5.0,210.0
5282,Super built-up  Area,Ready To Move,Old Madras Road,2,1210.0,2.0,74.0
5283,Super built-up  Area,Ready To Move,Old Madras Road,2,1171.0,2.0,72.0
5285,Super built-up  Area,Ready To Move,Old Madras Road,3,1480.0,3.0,95.0
5287,Super built-up  Area,Ready To Move,Old Madras Road,2,1210.0,2.0,80.0
5288,Super built-up  Area,Ready To Move,Old Madras Road,3,1859.0,3.0,121.0
5289,Super built-up  Area,Ready To Move,Old Madras Road,3,2990.0,5.0,173.0
5292,Built-up  Area,Ready To Move,Old Madras Road,3,2300.0,3.0,142.0
5294,Super built-up  Area,Ready To Move,Old Madras Road,2,1210.0,2.0,80.0
5295,Super built-up  Area,Ready To Move,Old Madras Road,2,1210.0,2.0,77.0
5296,Super built-up  Area,At available date,Old Madras Road,5,5020.0,7.0,287.0
5298,Super built-up  Area,Ready To Move,Old Madras Road,2,1330.0,2.0,74.0
5299,Super built-up  Area,Ready To Move,Old Madras Road,3,1720.0,3.0,106.0
5300,Super built-up  Area,Ready To Move,Old Madras Road,3,2640.0,5.0,150.0
5301,Super built-up  Area,Ready To Move,Old Madras Road,3,2990.0,3.0,170.0
5303,Super built-up  Area,At available date,Old Madras Road,2,1171.0,2.0,73.0
5304,Super built-up  Area,Ready To Move,Old Madras Road,3,1630.0,3.0,110.0
5305,Super built-up  Area,At available date,Old Madras Road,2,1165.0,2.0,52.0
5306,Super built-up  Area,At available date,Old Madras Road,2,2640.0,2.0,170.0
5307,Super built-up  Area,At available date,Old Madras Road,2,1165.0,2.0,51.42
5308,Built-up  Area,Ready To Move,Padmanabhanagar,2,1020.0,2.0,63.0
5309,Built-up  Area,Ready To Move,Padmanabhanagar,2,1176.0,2.0,62.0
5310,Super built-up  Area,Ready To Move,Padmanabhanagar,2,1258.0,2.0,115.0
5312,Super built-up  Area,Ready To Move,Padmanabhanagar,2,1100.0,2.0,65.0
5313,Built-up  Area,Ready To Move,Padmanabhanagar,4,3400.0,3.0,210.0
5317,Built-up  Area,Ready To Move,Padmanabhanagar,3,4500.0,4.0,360.0
5318,Super built-up  Area,Ready To Move,Padmanabhanagar,2,1200.0,2.0,60.0
5320,Super built-up  Area,Ready To Move,Padmanabhanagar,2,1000.0,1.0,90.0
5321,Super built-up  Area,Ready To Move,Padmanabhanagar,2,1067.0,2.0,52.0
5325,Super built-up  Area,Ready To Move,Padmanabhanagar,2,1100.0,2.0,60.0
5326,Super built-up  Area,At available date,Padmanabhanagar,3,2051.0,3.0,180.0
5327,Super built-up  Area,At available date,Padmanabhanagar,3,2051.0,3.0,170.0
5328,Super built-up  Area,Ready To Move,Pai Layout,2,1006.0,2.0,35.0
5329,Super built-up  Area,Ready To Move,Pai Layout,3,1550.0,2.0,90.0
5330,Super built-up  Area,Ready To Move,Pai Layout,2,1050.0,2.0,40.0
5331,Super built-up  Area,Ready To Move,Pai Layout,3,1400.0,2.0,67.0
5332,Built-up  Area,Ready To Move,Pai Layout,2,1100.0,2.0,50.0
5333,Super built-up  Area,Ready To Move,Pai Layout,2,1255.0,2.0,80.0
5334,Super built-up  Area,Ready To Move,Pai Layout,2,1075.0,2.0,35.0
5335,Super built-up  Area,Ready To Move,Pai Layout,2,1400.0,2.0,57.5
5336,Super built-up  Area,Ready To Move,Pai Layout,2,1175.0,2.0,60.0
5337,Super built-up  Area,Ready To Move,Pai Layout,2,810.0,2.0,34.5
5338,Built-up  Area,Ready To Move,Pai Layout,2,1000.0,2.0,34.0
5339,Super built-up  Area,Ready To Move,Pai Layout,2,1000.0,2.0,42.0
5340,Built-up  Area,Ready To Move,Pai Layout,6,3800.0,6.0,175.0
5341,Built-up  Area,Ready To Move,Pai Layout,2,1068.0,2.0,48.0
5342,Super built-up  Area,Ready To Move,Pai Layout,3,1510.0,2.0,65.0
5345,Super built-up  Area,Ready To Move,Panathur,2,1359.0,2.0,87.0
5346,Super built-up  Area,Ready To Move,Panathur,2,1438.0,2.0,100.0
5347,Super built-up  Area,At available date,Panathur,3,1688.0,3.0,118.0
5349,Super built-up  Area,At available date,Panathur,2,1198.0,2.0,77.0
5350,Super built-up  Area,Ready To Move,Panathur,2,1180.0,2.0,70.0
5351,Super built-up  Area,Ready To Move,Panathur,3,1546.0,3.0,99.0
5353,Super built-up  Area,At available date,Panathur,2,1000.0,2.0,65.3
5354,Super built-up  Area,Ready To Move,Panathur,2,1109.0,2.0,63.0
5355,Built-up  Area,Ready To Move,Panathur,2,1000.0,2.0,68.0
5356,Super built-up  Area,Ready To Move,Panathur,2,1255.0,2.0,79.0
5357,Super built-up  Area,At available date,Panathur,2,1205.0,2.0,62.9
5358,Super built-up  Area,Ready To Move,Panathur,2,1198.0,2.0,82.0
5359,Super built-up  Area,Ready To Move,Panathur,2,1235.0,2.0,65.0
5360,Super built-up  Area,At available date,Panathur,2,1210.0,2.0,80.0
5361,Super built-up  Area,At available date,Panathur,2,1210.0,2.0,77.0
5362,Built-up  Area,At available date,Panathur,1,661.0,1.0,40.0
5363,Super built-up  Area,At available date,Panathur,2,1210.0,2.0,78.0
